model,prompt,story_id,coref_ratio,discourse_diversity,char_coherence,topic_switch_rate,mci_tanh_mcc_over_gv,ncs_arithmetic,ncs_geometric
gpt4o,large,11543,0.9635551199895266,0.4621171572600097,0.0,0.1657449715973643,0.0,0.3182834497693801,0.0003746397126257356
gpt4o,large,6729,0.3689455552940618,0.2449186624037091,0.033028082152602,0.4019335295946552,0.8322397937885385,0.3762131246467133,0.2511042607573835
internvl3,large,5062,0.4738172693763117,0.2449186624037091,0.0,0.2965727009006554,0.0,0.20306172653613525,0.00032162721908641275
internvl3,large,9914,0.743420937403751,0.1651404129246293,0.0,0.1196512359912927,0.3420682346639888,0.2740561641967324,0.008714121966772943
internvl3,large,345,0.388124846188255,0.197375320224904,0.3807970758780107,0.33937599876003,0.8161444256488264,0.4243635333400052,0.3814882981485578
internvl3,large,5349,0.4378198649220604,0.197375320224904,0.3124338091494162,0.5518851437315686,0.7165930947418697,0.4432214465539637,0.403360663950799
internvl3,large,12423,0.4858294902412066,0.197375320224904,0.6867459541302822,0.1667224658967173,0.7037635561468604,0.4480873573279941,0.37809310688053566
internvl3,large,1111,0.9081674793916036,0.2449186624037091,0.0,0.2659759651277346,0.0,0.28381242138460944,0.0003584314024080006
internvl3,large,2722,0.5243805889562654,0.2449186624037091,0.0,0.1141260434650525,0.0,0.1766850589650054,0.0002711506577470535
internvl3,large,10486,0.5592564348363973,0.5370495669980352,0.7615941349570481,0.0674673969977346,0.3988520562725945,0.4648439180123619,0.36128586264588
internvl3,large,6847,0.8038014861305588,0.3583573983507859,0.5125305180314202,0.1844557847773549,0.7448200916790417,0.5207930557938323,0.4585912094662367
internvl3,large,515,0.5657587616675981,0.2449186624037091,0.0,0.5876689089422769,0.6877175193652394,0.41721277047576466,0.014113645402142036
internvl3,large,6878,0.8133993691420995,0.2781854903257024,0.761594141256663,0.3397469721021461,0.7555247638347098,0.5896901473322641,0.535985756528743
internvl3,large,7065,0.940876806546837,0.4621171572600097,0.7615941517560215,0.1978724552847372,0.8971067868642446,0.65191347154237,0.5673454778675783
internvl3,large,3891,0.5441934667013559,0.4621171572600097,0.3215127335466141,0.052690796211855,0.4394041460936221,0.36398365996269144,0.28474789739644635
